UGC12893  12893        00 00 28.0 +17 13 09  8640 0.68     0.3  0.1 VI
UGC 5931   5931  3395  10 49 50.2 +32 58 59 10320 0.96    10.5  1.8 I
UGC 5935   5935  3396  10 49 55.2 +32 59 27 10320 0.96    10.2  1.8 I
UGC 5982   5982  3430  10 52 11.5 +32 56 59 10080 0.96     8.3  1.4 I
UGC 6118   6118  3504  11 03 11.3 +27 58 20  5760 0.68    27.4  3.2 VI
UGC 6277   6277  3596  11 15 06.2 +14 47 12 10320 0.68     9.4  1.1 VI
UGC 6419   6419  3664  11 24 24.6 +03 19 36  6960 0.68    12.2  1.4 VI
UGC 6521   6521  3719  11 32 13.4 +00 49 09  6960 0.68     3.6  0.4 VI
UGC 6523   6523  3720  11 32 21.6 +00 48 14  6960 0.68     1.4  0.2 VI
UGC 6537   6537  3726  11 33 21.2 +47 01 45  6240 0.96 >= 73.8 12.8 III
UGC 6628   6628        11 40 05.7 +45 56 33  5760 0.96     7.9  1.4 III
UGC 6702   6702  3840  11 43 59.0 +20 04 37  5280 0.68     2.9  0.3 IV
UGC 6778   6778  3893  11 48 38.4 +48 42 38 10080 0.96    18.4  3.2 I
UGC 6787   6787  3898  11 49 15.6 +56 05 04  9360 0.68     2.0  0.2 VI
UGC 7021   7021  4045  12 02 42.3 +01 58 36  7200 0.68     4.6  0.5 VI
UGC 7045   7045  4062  12 04 03.8 +31 53 42  6000 0.68    13.8  1.6 VI
UGC 7154   7154  4145  12 10 01.4 +39 53 02  5520 0.68    30.3  3.6 VI
UGC 7278   7278  4214  12 15 39.1 +36 19 41  5040 0.96   142.4 24.8 III
UGC 7323   7323  4242  12 17 30.2 +45 37 12  7200 0.96    18.5  3.2 III
UGC 7429   7429  4319  12 21 43.1 +75 19 22  6960 0.68     0.1  0.1 VI
UGC 7524   7524  4395  12 25 48.9 +33 32 48  8400 0.96 >= 17.7  3.1 I
UGC 7592   7592  4449  12 28 10.9 +44 05 33  2880 0.96   429.6 74.7 III
UGC 7699   7699        12 32 48.1 +37 37 20  6720 0.68     8.3  1.0 VI
UGC 7766   7766  4559  12 35 57.3 +27 57 38  2400 0.68 >= 50.4  6.0 VI
UGC 7831   7831  4605  12 39 59.7 +61 36 29  3840 0.68    62.1  7.4 VI
UGC 7853   7853  4618  12 41 33.1 +41 09 05  5040 0.68    49.8  5.9 VI
UGC 7861   7861  4625  12 41 52.9 +41 16 25  3840 0.68     6.3  0.7 VI
UGC 7876   7876  4635  12 42 39.3 +19 56 44  6720 0.68     4.1  0.5 VI
UGC 7901   7901  4651  12 43 42.7 +16 23 35  8160 0.68    12.7  1.5 VI
UGC 7971   7971  4707  12 48 22.9 +51 09 57 13200 0.96     0.8  0.1 I
UGC 7985   7985  4713  12 49 57.9 +05 18 42  6240 0.68    28.6  3.4 VI
UGC 8334   8334  5055  13 15 49.4 +42 01 46  4320 0.68 >= 88.2 10.4 VI
UGC 8403   8403  5112  13 21 56.6 +38 44 05  4080 0.68    30.5  3.6 VI
UGC 8490   8490  5204  13 29 36.5 +58 25 09 13920 0.96 >= 16.2  2.8 I
NGC 5296         5296  13 46 18.7 +43 51 04  6000 0.68     0.8  0.1 VI
UGC 8709   8709  5297  13 46 23.7 +43 52 20  6000 0.68    15.2  1.8 VI
UGC 8852   8852  5376  13 55 16.1 +59 30 25  7680 0.68     4.4  0.5 VI
UGC 8863   8863  5377  13 56 16.7 +47 14 08  5040 0.68     0.4  0.1 VI
UGC 8898   8898  5394  13 58 33.7 +37 27 12  4320 0.68     1.0  0.1 VI
UGC 8900   8900  5395  13 58 38.0 +37 25 28  4320 0.68     5.6  0.7 VI
UGC 8937   8937  5430  14 00 45.8 +59 19 43  8880 0.68    10.7  1.3 VI
UGC 9013   9013  5474  14 05 02.0 +53 39 08  5040 0.68 >= 18.8  2.2 VI
UGC 9179   9179  5585  14 19 48.1 +56 43 45  8160 0.68    12.5  1.5 VI
UGC 9219   9219  5608  14 23 17.5 +41 46 34  6480 0.68     2.9  0.3 VI
UGC 9248   9248  5622  14 26 12.2 +48 33 51 10800 0.68     1.8  0.2 VI
UGC 9358   9358  5678  14 32 05.6 +57 55 16  7680 0.68     8.8  1.0 VI
UGC 9366   9366  5676  14 32 46.8 +49 27 29  5040 0.68    34.7  4.1 IV
UGC 9363   9363  5668  14 33 24.4 +04 27 02  8160 0.68 >= 21.5  2.5 VI
UGC 9406   9406  5693  14 36 11.1 +48 35 06  6000 0.68     0.9  0.1 VI
UGC 9465   9465  5727  14 40 26.1 +33 59 23  6480 0.68     4.2  0.5 VI
UGC 9576   9576  5774  14 53 42.5 +03 34 57  6840 0.68    11.3  1.3 VI
UGC 9649   9649  5832  14 57 46.2 +71 40 53  5520 0.68     3.9  0.5 IV
UGC 9736   9736  5874  15 07 51.9 +54 45 08  3840 0.68     2.8  0.3 VI
UGC 9753   9753  5879  15 09 46.8 +57 00 01  5040 0.68    18.7  2.2 IV
UGC 9858   9858        15 26 41.6 +40 33 53  5280 0.68     6.9  0.8 IV
UGC 9866   9866  5949  15 28 00.6 +64 45 46  5280 0.68     7.2  0.9 VI
UGC 9943   9943  5970  15 38 30.0 +12 11 11  8400 0.68    16.0  1.9 VI
UGC 9969   9969  5985  15 39 37.2 +59 19 54 18840 0.96    12.3  2.1 I
UGC 9992   9992        15 41 47.9 +67 15 14  5760 0.68     0.5  0.1 IV
UGC10075  10075  6015  15 51 25.3 +62 18 36  5760 0.68    27.1  3.2 VI
UGC10310  10310        16 16 18.5 +47 02 45 12340 0.96     1.8  0.3 I
UGC10359  10359  6140  16 20 56.9 +65 23 23  4560 0.68 >= 17.9  2.1 IV
UGC10470  10470  6217  16 32 39.1 +78 11 53  7920 0.68    35.9  4.2 IV
UGC10445  10445        16 33 47.7 +28 59 05  4320 0.68     8.7  1.0 IV
UGC10502  10502        16 37 37.8 +72 22 26  3120 0.68     6.9  0.8 IV
UGC10521  10521  6207  16 43 03.7 +36 49 55  7680 0.68    10.3  1.2 VI
UGC10546  10546  6236  16 44 34.4 +70 46 47  5280 0.68    13.0  1.5 IV
UGC10564  10564  6237  16 46 22.5 +70 21 20  4560 0.68     6.9  0.8 IV
UGC10652  10652  6283  16 59 26.5 +49 55 20  6000 0.68     6.4  0.8 VI
UGC10713  10713        17 04 33.7 +72 26 44  5040 0.68     1.9  0.2 VI
UGC10757  10757        17 10 13.4 +72 24 38  5280 0.68     2.8  0.3 VI
UGC10769  10769        17 11 33.5 +72 24 07  5280 0.68     0.1  0.1 VI
UGC10791  10791        17 14 38.5 +72 23 56  6000 0.68     0.0  0.1 VI
UGC10897  10897  6412  17 29 37.5 +75 42 16  6960 0.96    16.3  2.8 II
UGC11012  11012  6503  17 49 26.3 +70 08 40  5040 0.68    25.3  3.0 VI
UGC11124  11124        18 07 27.6 +35 33 51  3600 0.68     8.4  1.0 IV
UGC11218  11218  6643  18 19 46.7 +74 34 06  7200 0.96    42.2  7.3 II
UGC11269  11269  6667  18 30 39.7 +67 59 14  3840 0.68     1.1  0.1 VI
UGC11283  11283        18 33 52.4 +49 16 41  8640 0.96    10.4  1.8 II
UGC11283c 11283c       18 34 00.7 +49 22 21  7200 0.96     0.6  0.1 II
UGC11300  11300  6689  18 34 49.9 +70 31 27 17520 0.96 >=  9.3  1.6 II IV VI
UGC11332  11332  6654A 18 39 25.2 +73 34 48  7200 0.68    15.6  1.8 VI
UGC11407  11407  6764  19 08 16.4 +50 55 59  6480 0.68     6.6  0.8 VI
UGC11429  11429  6792  19 20 57.4 +43 07 57  6000 0.68     4.4  0.5 IV
UGC11466  11466        19 42 59.1 +45 17 58  5040 0.68    14.2  1.7 VI
UGC11470  11470  6824  19 43 40.8 +56 06 34  3600 0.68     2.9  0.3 VI
UGC11496  11496        19 53 01.8 +67 39 54  5520 0.68     0.9  0.1 VI
UGC11498  11498        19 57 15.1 +05 53 24  8400 0.68     1.9  0.2 VI
UGC11557  11557        20 24 00.7 +60 11 41  4320 0.68    10.0  1.2 IV
UGC11597  11597  6946  20 34 52.5 +60 09 12  5280 0.68 >=103.2 12.2 VI
UGC11670  11670  7013  21 03 33.7 +29 53 50  7440 0.68     2.9  0.3 VI
UGC11707  11707        21 14 31.8 +26 44 05  4320 0.68     6.9  0.8 IV
UGC11852  11852        21 55 59.4 +27 53 53  6480 0.68     0.6  0.1 IV
UGC11861  11861        21 56 24.2 +73 15 39  4800 0.68     9.5  1.1 IV
UGC11872  11872  7177  22 00 41.2 +17 44 18  7200 0.68     6.3  0.7 VI
UGC11891  11891        22 03 33.8 +43 44 57 10560 0.96     0.6  0.1 II
UGC11909  11909        22 06 16.4 +47 15 10  4320 0.68    13.8  1.6 IV
UGC11914  11914  7217  22 07 52.5 +31 21 32  6120 0.68    20.2  2.4 IV
UGC11951  11951  7231  22 12 30.2 +45 19 42  7200 0.96    14.7  2.6 II
UGC12060  12060        22 30 34.0 +33 49 09 18000 0.96     4.1  0.7 I
UGC12082  12082        22 34 11.3 +32 51 42  7440 0.68     1.3  0.2 VI
UGC12101  12101  7320  22 36 03.5 +33 56 52  4680 0.68     2.3  0.3 IV
UGC12212  12212        22 50 30.6 +29 08 20  9360 0.96     1.0  0.2 II
UGC12276  12276  7440  22 58 32.6 +35 48 08  4680 0.68     3.1  0.4 IV
UGC12276c 12276c       22 58 41.4 +35 48 33  4680 0.68     0.2  0.1 IV
UGC12343  12343  7479  23 04 56.7 +12 19 21  5520 0.68    31.0  3.7 IV
UGC12632  12632        23 29 58.7 +40 59 25  5760 0.68     3.4  0.4 IV
UGC12754  12754  7741  23 43 54.4 +26 04 31 10800 0.96 >= 44.1  7.7 I
